LogS	SMILES	Reference
-5.65	Clc1cc(Cl)c(Cl)c(Cl)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.15	Oc1cc(Cl)c(Cl)c(Cl)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8.71	Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.32	Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.14	Clc1cc(Cl)c(c(Cl)c1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.34	Oc1c(Cl)cc(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8.01	Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.05	Clc1ccc(c(Cl)c1Cl)c2cccc(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8.32	Clc1cc(Cl)c(cc1Cl)c2ccc(Cl)c(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.8	Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.91	Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.05	Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.57	Clc1ccc(Cl)c(Cl)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.67	Oc1ccc(Cl)c(Cl)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.8	Clc1ccc(Cl)c(c1)c2c(Cl)cccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.39	Clc1cccc(Cl)c1c2c(Cl)cccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.14	Clc1ccc(cc1)c2c(Cl)cccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.21	Clc1cccc(Cl)c1c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.1	OCc1c(Cl)cccc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.24	Clc1cccc(Cl)c1C#N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.79	Oc1c(Cl)cccc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.62	NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.78	C[C@H]1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.29	CC[C@H]1NC(=O)c2cc(c(Cl)cc2N1)S(=O)(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.05	NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-9.15	Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8.6	Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.42	Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.37	Oc1c(Cl)c(Cl)cc(Cl)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8.56	Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.89	Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.39	Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)cc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.27	Clc1cc(Cl)c(cc1Cl)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.56	Clc1cc(Cl)c(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.52	COP(=O)(OC)O\C(=C\Cl)\c1cc(Cl)c(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.96	OC(=O)COc1cc(Cl)c(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.69	CC(C)Oc1cc(N2N=C(OC2=O)C(C)(C)C)c(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.21	Oc1cc(Cl)c(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.75	CCO[P@](=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.72	COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.18	CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.66	NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.53	COc1cc(Cl)c(Cl)cc1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.79	Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(=O)(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8.6	Clc1cc(Cl)c(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8.71	Clc1cc(Cl)c(c(Cl)c1)c2cc(Cl)cc(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.8	Cc1cc(O)cc(C)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.63	Clc1cc(Cl)c(Cl)c(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.26	COC(=O)c1cc(Cl)cc(N)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.47	Nc1cc(Cl)cc(C(=O)O)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.67	Oc1cc(Cl)cc(Cl)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.45	NS(=O)(=O)c1cc(ccc1Cl)[C@@]2(O)NC(=O)c3ccccc23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7	Clc1ccc(Cl)c(c1)c2cc(Cl)ccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.02	Clc1ccc(Cl)c(c1)c2ccccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.01	Clc1cccc(c1)c2cc(Cl)ccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.25	Clc1ccc(cc1)c2cc(Cl)ccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.59	C[C@@H]1Cc2ccccc2N1NC(=O)c3ccc(Cl)c(c3)S(=O)(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.57	Cc1cc(O)ccc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8.65	Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8.65	Clc1cc(Cl)c(cc1Cl)c2c(Cl)ccc(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.43	Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.29	Clc1ccc(Cl)c(c1Cl)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.08	OC(=O)Cc1c(Cl)ccc(Cl)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.64	Oc1c(Cl)ccc(Cl)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.8	Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.25	Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.29	Clc1ccc(cc1Cl)c2ccccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.92	Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.39	Clc1ccc(cc1Cl)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.51	Clc1ccc(c(Cl)c1)c2ccc(Cl)cc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.57	Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.21	Clc1ccc(cc1)c2ccc(Cl)cc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.25	Clc1ccc(c(Cl)c1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.49	CCC[C@@H]1CO[C@@](Cn2cncn2)(O1)c3ccc(Cl)cc3Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.59	Clc1ccc(Cl)c(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.46	Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.67	OC(=O)CCCOc1ccc(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.51	OC(=O)COc1ccc(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.45	C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.55	Oc1ccc(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.82	CN1C(=O)ON(C1=O)c2ccc(Cl)c(Cl)c2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.24	Nc1ccc(Cl)c(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3	CCC(=O)Nc1ccc(Cl)c(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.77	CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.46	CN(C)C(=O)Nc1ccc(C)c(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.8	CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.33	CN(C)C(=O)Nc1ccc(N2N=C(OC2=O)C(C)(C)C)c(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.56	COc1ccc(NC(=O)N(C)C)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.52	CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.25	Oc1ccc(Cl)c(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.28	Clc1cccc(c1Cl)c2cccc(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.21	Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.47	Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.26	Clc1ccc(cc1)c2cccc(Cl)c2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4	Clc1cccc(Cl)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.3	Oc1cccc(Cl)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.27	Clc1ccccc1c2ccccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.28	Clc1ccc(cc1)c2ccccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.54	Clc1ccccc1c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.08	Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.6	O[C@H]1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.36	ClC(=C(c1ccc(Cl)cc1)c2ccccc2Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.34	CC1(C)CON(Cc2ccccc2Cl)C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.52	Cc1ccccc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.05	Clc1ccccc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.38	O[C@@](c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.89	OC(=O)c1ccccc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.52	Nc1ccccc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.4	CC(=O)Nc1ccccc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.16	OC(=O)COc1ccccc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.46	COc1ccccc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.22	C[C@@H](Oc1ccccc1Cl)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.06	Oc1ccccc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.18	COC(=O)[C@]1(O)c2ccccc2c3ccc(Cl)cc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.18	OC(=O)[C@]1(O)c2ccccc2c3ccc(Cl)cc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.14	Clc1ccc2ccccc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.75	CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.23	CCOP(=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.36	CCN1c2cc(Cl)ccc2NC(=O)c3cccnc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.95	O[C@H]1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.83	Clc1ccc2OC(=O)Nc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.7	CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.16	OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.4	CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.01	CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.57	OC[C@@H](O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.86	CN(C)\C=N\c1ccc(Cl)cc1C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.86	CN(C)\C=N\c1ccc(Cl)cc1C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.23	Cc1cc(Cl)ccc1OCC(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.09	COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.55	C[C@@H](Oc1ccc(Cl)cc1C)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.95	Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.48	Clc1cc(Cl)cc(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.8	C[C@@]12C[C@]1(C)C(=O)N(C2=O)c3cc(Cl)cc(Cl)c3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.38	CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.93	C[C@]1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.34	Oc1cc(Cl)cc(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.8	Clc1cccc(c1)c2cccc(Cl)c2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.88	Clc1cccc(c1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.04	Clc1cccc(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.53	CC(C)OC(=O)[C@@](O)(c1ccc(Cl)cc1)c2cccc(Cl)c2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.59	OC(=O)c1cccc(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.37	Nc1cccc(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.62	C[C@H](OC(=O)Nc1cccc(Cl)c1)C#C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.38	CC(C)OC(=O)Nc1cccc(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.78	COc1cccc(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.22	C[C@@H](Oc1cccc(Cl)c1)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.7	Oc1cccc(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.56	Clc1ccc(cc1)c2ccc(Cl)cc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.2	Clc1ccc(cc1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.93	OC1=C(C2CCC(CC2)c3ccc(Cl)cc3)C(=O)c4ccccc4C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.9	ClC(=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.91	Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.08	Cc1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.84	CC(=O)C[C@H](C1=C(O)c2ccccc2OC1=O)c3ccc(Cl)cc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.27	Clc1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.53	CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.62	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.31	OC(=O)c1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.43	COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.66	Nc1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.84	CC(=O)Nc1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.89	CN(C)C(=O)Nc1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.9	C[C@@H](C#C)N(C)C(=O)Nc1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.57	CON(C)C(=O)Nc1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.89	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.29	OC(=O)COc1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.78	COc1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.61	CC(C)(C)C(=O)[C@H](Oc1ccc(Cl)cc1)n2cncn2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.7	Oc1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.74	CCOP(=S)(OCC)SCSc1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.03	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.38	Clc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.28	ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.18	ClC1=C(Cl)C(Cl)(Cl)C(=C1Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.08	CNC(=O)O\N=C/1\[C@H](Cl)[C@H]2C[C@H](C#N)[C@@H]1C2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.51	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.11	CCN1c2ncccc2C(=O)N(C)c3ccc(Cl)nc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.87	Clc1cnc2ncncc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.87	Clc1cnc2cncnc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.75	Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.67	CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.82	COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.58	CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.41	CCN(CC)c1nc(Cl)nc(n1)N(CC)CC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.06	CCNc1nc(Cl)nc(n1)N(CC)CC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.15	CCNc1nc(Cl)nc(NC(C)(C)C#N)n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.55	CCNc1nc(Cl)nc(NCC)n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.85	CCNc1nc(Cl)nc(NC(C)C)n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.79	CCN(CC)c1nc(Cl)nc(NC(C)C)n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.43	CC(C)Nc1nc(Cl)nc(NC(C)C)n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.72	CCN(CC)C(=O)CSc1ccc(Cl)nn1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.66	CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.95	CC(=O)O[C@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C)C(=O)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.38	CCOP(=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.38	CCOP(=S)(OCC)Oc1ccc2OC(=O)C(=C(C)c2c1)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.87	NC1=C(Cl)C(=O)N(N=C1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.48	CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.91	ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.88	CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.23	ClC(=CC(=C(Cl)Cl)Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.54	ClC(=C(Cl)Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.39	CCN(CC)C(=S)SCC(=C)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.51	CCC(C)(C)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.64	ClC(=C)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.29	CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8.02	CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)O[C@@H](C#N)c2cccc(Oc3ccccc3)c2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.69	C[C@H](Cl)C(C)(C)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.96	ClC=C(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.84	OC[C@@H](O)[C@@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.76	Clc1cccc(n1)C(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.67	ClC(Cl)(Cl)C(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.18	ClCC(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2	CC(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.62	Clc1ccc(cc1)[C@H](c2ccccc2Cl)C(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.15	Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.89	COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.6	ClC(Cl)C(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.19	ClC(Cl)(Cl)[C@H](NC=O)N1CCN(CC1)[C@@H](NC=O)C(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.19	ClC(Cl)(Cl)[C@H](NC=O)N1C=CN(C=C1)[C@H](NC=O)C(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
